age,exercise,reps,duration_min,reps_per_min,met,value_type,source_baseline
63,crunch,150,5.0,30.0,3.16,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
31,jumping_jack,34,2.0,17.0,4.61,estimated_synthetic,NCCOR Youth Compendium
24,squat,35,1.0,35.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
38,push-up,275,5.0,55.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
61,crunch,70,5.0,14.0,2.94,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
59,jumping_jack,285,5.0,57.0,5.67,estimated_synthetic,NCCOR Youth Compendium
43,squat,56,2.0,28.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
68,push-up,20,5.0,4.0,3.69,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
30,crunch,9,3.0,3.0,2.37,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
23,jumping_jack,12,0.5,24.0,4.52,estimated_synthetic,NCCOR Youth Compendium
31,squat,16,0.5,32.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
62,push-up,22,2.0,11.0,5.12,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
48,crunch,116,2.0,58.0,3.43,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
50,jumping_jack,15,3.0,5.0,4.16,estimated_synthetic,NCCOR Youth Compendium
34,squat,30,2.0,15.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
19,push-up,410,10.0,41.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
51,crunch,12,2.0,6.0,2.42,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
37,jumping_jack,40,8.0,5.0,4.0,estimated_synthetic,NCCOR Youth Compendium
35,squat,290,10.0,29.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
52,push-up,150,10.0,15.0,6.45,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
63,crunch,17,1.0,17.0,3.19,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
23,jumping_jack,200,5.0,40.0,4.9,estimated_synthetic,NCCOR Youth Compendium
49,squat,29,0.5,58.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
50,push-up,84,2.0,42.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
63,crunch,35,5.0,7.0,2.49,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
67,jumping_jack,14,1.0,14.0,4.21,estimated_synthetic,NCCOR Youth Compendium
53,squat,75,1.5,50.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
17,push-up,165,3.0,55.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
61,crunch,128,8.0,16.0,3.11,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
43,jumping_jack,6,2.0,3.0,3.87,estimated_synthetic,NCCOR Youth Compendium
40,squat,4,0.5,8.0,4.91,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
41,push-up,125,5.0,25.0,8.42,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
25,crunch,5,0.5,10.0,2.79,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
30,jumping_jack,6,1.0,6.0,3.79,estimated_synthetic,NCCOR Youth Compendium
26,squat,88,1.5,58.67,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
36,push-up,17,1.0,17.0,7.08,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
15,crunch,100,5.0,20.0,3.38,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
33,jumping_jack,472,8.0,59.0,5.92,estimated_synthetic,NCCOR Youth Compendium
27,squat,30,1.5,20.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
26,push-up,155,5.0,31.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
62,crunch,42,2.0,21.0,3.39,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
30,jumping_jack,600,10.0,60.0,5.77,estimated_synthetic,NCCOR Youth Compendium
62,squat,16,0.5,32.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
51,push-up,84,2.0,42.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
28,crunch,70,10.0,7.0,2.58,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
18,jumping_jack,180,3.0,60.0,5.67,estimated_synthetic,NCCOR Youth Compendium
35,squat,30,1.0,30.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
55,push-up,41,1.0,41.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
52,crunch,65,5.0,13.0,2.72,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
22,jumping_jack,144,3.0,48.0,5.74,estimated_synthetic,NCCOR Youth Compendium
40,squat,45,1.0,45.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
22,push-up,136,8.0,17.0,6.92,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
20,crunch,384,8.0,48.0,3.53,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
43,jumping_jack,3,1.0,3.0,3.8,estimated_synthetic,NCCOR Youth Compendium
20,squat,288,8.0,36.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
42,push-up,46,2.0,23.0,8.15,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
27,crunch,14,0.5,28.0,3.38,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
30,jumping_jack,30,2.0,15.0,4.58,estimated_synthetic,NCCOR Youth Compendium
34,squat,22,2.0,11.0,6.7,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
38,push-up,15,3.0,5.0,4.41,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
24,crunch,57,1.5,38.0,3.4,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
55,jumping_jack,96,2.0,48.0,5.21,estimated_synthetic,NCCOR Youth Compendium
36,squat,22,0.5,44.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
16,push-up,18,3.0,6.0,4.6,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
70,crunch,14,0.5,28.0,3.21,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
59,jumping_jack,360,8.0,45.0,5.33,estimated_synthetic,NCCOR Youth Compendium
52,squat,84,3.0,28.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
66,push-up,115,5.0,23.0,6.75,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
68,crunch,14,1.5,9.33,2.63,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
27,jumping_jack,72,3.0,24.0,4.96,estimated_synthetic,NCCOR Youth Compendium
68,squat,56,8.0,7.0,4.21,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
30,push-up,176,8.0,22.0,7.93,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
58,crunch,130,5.0,26.0,3.34,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
15,jumping_jack,60,5.0,12.0,4.37,estimated_synthetic,NCCOR Youth Compendium
63,squat,135,3.0,45.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
37,push-up,416,8.0,52.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
59,crunch,99,3.0,33.0,3.32,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
55,jumping_jack,384,8.0,48.0,5.76,estimated_synthetic,NCCOR Youth Compendium
33,squat,53,1.0,53.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
28,push-up,24,2.0,12.0,5.86,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
27,crunch,55,1.0,55.0,3.3,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
48,jumping_jack,144,8.0,18.0,4.52,estimated_synthetic,NCCOR Youth Compendium
61,squat,92,2.0,46.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
38,push-up,600,10.0,60.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
49,crunch,29,0.5,58.0,3.31,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
20,jumping_jack,126,3.0,42.0,5.22,estimated_synthetic,NCCOR Youth Compendium
19,squat,30,5.0,6.0,3.52,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
25,push-up,49,1.0,49.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
15,crunch,20,1.0,20.0,3.34,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
48,jumping_jack,174,3.0,58.0,5.78,estimated_synthetic,NCCOR Youth Compendium
41,squat,50,5.0,10.0,5.92,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
27,push-up,20,0.5,40.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
63,crunch,392,8.0,49.0,3.52,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
64,jumping_jack,22,1.0,22.0,4.41,estimated_synthetic,NCCOR Youth Compendium
47,squat,72,3.0,24.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
48,push-up,111,3.0,37.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
31,crunch,24,2.0,12.0,2.8,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
24,jumping_jack,50,5.0,10.0,4.18,estimated_synthetic,NCCOR Youth Compendium
37,squat,112,8.0,14.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
45,push-up,24,0.5,48.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
66,crunch,600,10.0,60.0,3.29,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
61,jumping_jack,56,1.5,37.33,4.86,estimated_synthetic,NCCOR Youth Compendium
48,squat,230,10.0,23.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
32,push-up,144,3.0,48.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
56,crunch,60,10.0,6.0,2.43,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
36,jumping_jack,320,8.0,40.0,4.62,estimated_synthetic,NCCOR Youth Compendium
70,squat,370,10.0,37.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
64,push-up,174,3.0,58.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
55,crunch,30,10.0,3.0,2.36,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
18,jumping_jack,24,3.0,8.0,3.85,estimated_synthetic,NCCOR Youth Compendium
62,squat,46,2.0,23.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
19,push-up,68,1.5,45.33,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
47,crunch,20,5.0,4.0,2.36,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
25,jumping_jack,16,1.5,10.67,4.22,estimated_synthetic,NCCOR Youth Compendium
33,squat,32,8.0,4.0,2.99,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
48,push-up,37,1.0,37.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
24,crunch,180,10.0,18.0,3.15,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
36,jumping_jack,15,1.5,10.0,4.18,estimated_synthetic,NCCOR Youth Compendium
36,squat,114,3.0,38.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
25,push-up,29,0.5,58.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
32,crunch,35,1.0,35.0,3.41,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
26,jumping_jack,520,10.0,52.0,5.34,estimated_synthetic,NCCOR Youth Compendium
16,squat,16,0.5,32.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
41,push-up,208,8.0,26.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
42,crunch,235,5.0,47.0,3.14,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
45,jumping_jack,24,0.5,48.0,5.51,estimated_synthetic,NCCOR Youth Compendium
60,squat,88,1.5,58.67,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
64,push-up,36,3.0,12.0,4.94,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
23,crunch,95,5.0,19.0,3.23,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
67,jumping_jack,2,0.5,4.0,3.46,estimated_synthetic,NCCOR Youth Compendium
54,squat,9,0.5,18.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
48,push-up,15,3.0,5.0,4.58,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
19,crunch,215,5.0,43.0,3.63,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
57,jumping_jack,25,1.0,25.0,4.43,estimated_synthetic,NCCOR Youth Compendium
46,squat,35,1.0,35.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
31,push-up,104,8.0,13.0,6.06,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
38,crunch,130,10.0,13.0,2.96,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
58,jumping_jack,86,1.5,57.33,5.93,estimated_synthetic,NCCOR Youth Compendium
66,squat,14,2.0,7.0,4.01,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
60,push-up,80,5.0,16.0,5.55,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
29,crunch,54,3.0,18.0,3.12,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
49,jumping_jack,224,8.0,28.0,4.7,estimated_synthetic,NCCOR Youth Compendium
54,squat,171,3.0,57.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
27,push-up,460,10.0,46.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
52,crunch,95,5.0,19.0,3.17,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
15,jumping_jack,140,5.0,28.0,4.54,estimated_synthetic,NCCOR Youth Compendium
29,squat,220,5.0,44.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
68,push-up,115,5.0,23.0,7.02,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
61,crunch,4,1.5,2.67,2.36,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
22,jumping_jack,245,5.0,49.0,5.66,estimated_synthetic,NCCOR Youth Compendium
67,squat,53,1.0,53.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
15,push-up,86,1.5,57.33,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
32,crunch,9,0.5,18.0,3.15,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
57,jumping_jack,86,2.0,43.0,5.37,estimated_synthetic,NCCOR Youth Compendium
65,squat,125,5.0,25.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
40,push-up,20,1.0,20.0,7.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
41,crunch,20,1.5,13.33,2.82,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
69,jumping_jack,120,5.0,24.0,4.8,estimated_synthetic,NCCOR Youth Compendium
58,squat,175,5.0,35.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
15,push-up,34,2.0,17.0,6.61,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
30,crunch,150,5.0,30.0,3.49,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
46,jumping_jack,12,1.0,12.0,4.18,estimated_synthetic,NCCOR Youth Compendium
38,squat,66,1.5,44.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
66,push-up,106,2.0,53.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
69,crunch,416,8.0,52.0,3.54,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
18,jumping_jack,56,8.0,7.0,4.06,estimated_synthetic,NCCOR Youth Compendium
25,squat,440,10.0,44.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
55,push-up,264,8.0,33.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
33,crunch,285,5.0,57.0,3.23,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
61,jumping_jack,460,10.0,46.0,5.45,estimated_synthetic,NCCOR Youth Compendium
65,squat,70,10.0,7.0,4.16,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
16,push-up,54,1.0,54.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
61,crunch,48,1.0,48.0,3.37,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
35,jumping_jack,456,8.0,57.0,5.99,estimated_synthetic,NCCOR Youth Compendium
31,squat,18,2.0,9.0,5.47,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
69,push-up,265,5.0,53.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
17,crunch,62,2.0,31.0,3.42,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
16,jumping_jack,344,8.0,43.0,5.44,estimated_synthetic,NCCOR Youth Compendium
63,squat,159,3.0,53.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
53,push-up,145,5.0,29.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
19,crunch,60,10.0,6.0,2.57,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
31,jumping_jack,51,1.0,51.0,5.42,estimated_synthetic,NCCOR Youth Compendium
20,squat,78,2.0,39.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
54,push-up,60,3.0,20.0,7.73,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
49,crunch,280,10.0,28.0,3.58,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
42,jumping_jack,33,1.0,33.0,4.89,estimated_synthetic,NCCOR Youth Compendium
16,squat,448,8.0,56.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
16,push-up,33,1.5,22.0,7.57,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
40,crunch,16,2.0,8.0,2.66,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
64,jumping_jack,10,0.5,20.0,4.48,estimated_synthetic,NCCOR Youth Compendium
33,squat,159,3.0,53.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
35,push-up,90,10.0,9.0,5.29,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
54,crunch,64,1.5,42.67,3.28,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
49,jumping_jack,3,0.5,6.0,3.98,estimated_synthetic,NCCOR Youth Compendium
19,squat,58,2.0,29.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
70,push-up,16,2.0,8.0,4.38,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
16,crunch,320,10.0,32.0,3.53,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
59,jumping_jack,84,1.5,56.0,5.69,estimated_synthetic,NCCOR Youth Compendium
26,squat,140,10.0,14.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
16,push-up,520,10.0,52.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
42,crunch,26,2.0,13.0,3.07,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
59,jumping_jack,56,1.5,37.33,4.88,estimated_synthetic,NCCOR Youth Compendium
33,squat,132,3.0,44.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
52,push-up,75,5.0,15.0,6.56,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
53,crunch,50,5.0,10.0,2.9,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
52,jumping_jack,30,3.0,10.0,4.31,estimated_synthetic,NCCOR Youth Compendium
39,squat,230,5.0,46.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
16,push-up,240,8.0,30.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
62,crunch,27,0.5,54.0,3.39,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
26,jumping_jack,4,0.5,8.0,4.07,estimated_synthetic,NCCOR Youth Compendium
48,squat,32,8.0,4.0,2.82,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
44,push-up,410,10.0,41.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
68,crunch,7,1.0,7.0,2.57,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
27,jumping_jack,232,8.0,29.0,4.74,estimated_synthetic,NCCOR Youth Compendium
26,squat,54,3.0,18.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
69,push-up,330,10.0,33.0,8.34,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
29,crunch,180,5.0,36.0,3.46,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
55,jumping_jack,21,1.5,14.0,4.37,estimated_synthetic,NCCOR Youth Compendium
32,squat,440,8.0,55.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
36,push-up,12,0.5,24.0,8.12,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
59,crunch,12,2.0,6.0,2.62,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
39,jumping_jack,12,1.0,12.0,4.32,estimated_synthetic,NCCOR Youth Compendium
70,squat,150,3.0,50.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
62,push-up,58,1.0,58.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
70,crunch,16,1.5,10.67,2.85,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
63,jumping_jack,85,5.0,17.0,4.43,estimated_synthetic,NCCOR Youth Compendium
37,squat,22,1.5,14.67,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
51,push-up,22,0.5,44.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
21,crunch,12,3.0,4.0,2.22,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
16,jumping_jack,16,0.5,32.0,4.87,estimated_synthetic,NCCOR Youth Compendium
57,squat,86,1.5,57.33,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
23,push-up,28,0.5,56.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
17,crunch,170,5.0,34.0,3.56,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
17,jumping_jack,32,2.0,16.0,4.06,estimated_synthetic,NCCOR Youth Compendium
18,squat,22,1.5,14.67,8.19,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
21,push-up,46,2.0,23.0,8.09,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
25,crunch,450,10.0,45.0,3.31,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
41,jumping_jack,145,5.0,29.0,4.43,estimated_synthetic,NCCOR Youth Compendium
31,squat,15,1.0,15.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
37,push-up,424,8.0,53.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
70,crunch,75,3.0,25.0,3.45,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
42,jumping_jack,380,10.0,38.0,4.77,estimated_synthetic,NCCOR Youth Compendium
55,squat,28,1.5,18.67,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
24,push-up,8,2.0,4.0,4.04,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
37,crunch,580,10.0,58.0,3.59,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
70,jumping_jack,16,0.5,32.0,4.82,estimated_synthetic,NCCOR Youth Compendium
33,squat,14,0.5,28.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
38,push-up,78,3.0,26.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
27,crunch,80,8.0,10.0,2.59,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
70,jumping_jack,304,8.0,38.0,5.09,estimated_synthetic,NCCOR Youth Compendium
41,squat,190,5.0,38.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
40,push-up,330,10.0,33.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
54,crunch,30,2.0,15.0,3.04,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
23,jumping_jack,26,1.5,17.33,4.26,estimated_synthetic,NCCOR Youth Compendium
56,squat,60,2.0,30.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
24,push-up,140,5.0,28.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
16,crunch,24,0.5,48.0,3.4,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
62,jumping_jack,270,10.0,27.0,4.45,estimated_synthetic,NCCOR Youth Compendium
